UN Number,Shipping Name and Description,English Shipping Name,French Shipping Name,Primary Class,Secondary Class,Packing Group,Special Provisions,6 (a) Explosive Limit and Limited Quantity Index,6 (b) Excepted Quantities,ERAP Index,Passenger Carrying Vessel Index,Road or Railway Passenger Carrying Vehicle Index
UN3210,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::CHLORATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","CHLORATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,II,16; 120,1 L,E2,,,1 L
UN3211,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::PERCHLORATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","PERCHLORATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,II,,1 L,E2,,,1 L
UN3212,"HYPOCHLORITES, INORGANIC, N.O.S.::HYPOCHLORITES INORGANIQUES, N.S.A.","HYPOCHLORITES, INORGANIC, N.O.S.","HYPOCHLORITES INORGANIQUES, N.S.A.",5.1,,II,16; 68; 118,1 kg,E2,,Forbidden,5 kg
UN3213,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::BROMATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","BROMATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,II,16; 119,1 L,E2,,,1 L
UN3214,"PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::PERMANGANATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","PERMANGANATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,II,16; 122,1 L,E2,,Forbidden,1 L
UN3215,"PERSULFATES, INORGANIC, N.O.S.;
or
PERSULPHATES, INORGANIC, N.O.S.::PERSULFATES INORGANIQUES, N.S.A.","PERSULFATES, INORGANIC, N.O.S.;
or
PERSULPHATES, INORGANIC, N.O.S.","PERSULFATES INORGANIQUES, N.S.A.",5.1,,III,,5 kg,E1,,,25 kg
UN3216,"PERSULFATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;
or
PERSULPHATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::PERSULFATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","PERSULFATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;
or
PERSULPHATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","PERSULFATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,III,,5 L,E1,,,2.5 L
UN3218,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::NITRATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","NITRATES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,II,55,1 L,E2,,,1 L
UN3219,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.::NITRITES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.","NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.","NITRITES INORGANIQUES EN SOLUTION AQUEUSE, N.S.A.",5.1,,II,16; 68,1 L,E2,,,1 L
UN3220,"PENTAFLUOROETHANE;
or
REFRIGERANT GAS R 125::GAZ RÉFRIGÉRANT R 125;
ou
PENTAFLUORÉTHANE","PENTAFLUOROETHANE;
or
REFRIGERANT GAS R 125","GAZ RÉFRIGÉRANT R 125;
ou
PENTAFLUORÉTHANE",2.2,,,,0.125 L,E1,,,75 L
UN3221,SELF-REACTIVE LIQUID TYPE B::LIQUIDE AUTORÉACTIF DU TYPE B,SELF-REACTIVE LIQUID TYPE B,LIQUIDE AUTORÉACTIF DU TYPE B,4.1,1,II,16; 38,0.025 L,E0,75,Forbidden,Forbidden
UN3222,SELF-REACTIVE SOLID TYPE B::SOLIDE AUTORÉACTIF DU TYPE B,SELF-REACTIVE SOLID TYPE B,SOLIDE AUTORÉACTIF DU TYPE B,4.1,1,II,16; 38,0.1 kg,E0,75,Forbidden,Forbidden
UN3223,SELF-REACTIVE LIQUID TYPE C::LIQUIDE AUTORÉACTIF DU TYPE C,SELF-REACTIVE LIQUID TYPE C,LIQUIDE AUTORÉACTIF DU TYPE C,4.1,,II,16; 38,0.025 L,E0,3 000,Forbidden,5 L
UN3224,SELF-REACTIVE SOLID TYPE C::SOLIDE AUTORÉACTIF DU TYPE C,SELF-REACTIVE SOLID TYPE C,SOLIDE AUTORÉACTIF DU TYPE C,4.1,,II,16; 38,0.1 kg,E0,3 000,Forbidden,5 kg
UN3225,SELF-REACTIVE LIQUID TYPE D::LIQUIDE AUTORÉACTIF DU TYPE D,SELF-REACTIVE LIQUID TYPE D,LIQUIDE AUTORÉACTIF DU TYPE D,4.1,,II,16; 38,0.125 L,E0,,Forbidden,5 L
UN3226,SELF-REACTIVE SOLID TYPE D::SOLIDE AUTORÉACTIF DU TYPE D,SELF-REACTIVE SOLID TYPE D,SOLIDE AUTORÉACTIF DU TYPE D,4.1,,II,16; 38,0.5 kg,E0,,Forbidden,5 kg
UN3227,SELF-REACTIVE LIQUID TYPE E::LIQUIDE AUTORÉACTIF DU TYPE E,SELF-REACTIVE LIQUID TYPE E,LIQUIDE AUTORÉACTIF DU TYPE E,4.1,,II,16; 38,0.125 L,E0,,Forbidden,10 L
UN3228,SELF-REACTIVE SOLID TYPE E::SOLIDE AUTORÉACTIF DU TYPE E,SELF-REACTIVE SOLID TYPE E,SOLIDE AUTORÉACTIF DU TYPE E,4.1,,II,16; 38,0.5 kg,E0,,Forbidden,10 kg
UN3229,SELF-REACTIVE LIQUID TYPE F::LIQUIDE AUTORÉACTIF DU TYPE F,SELF-REACTIVE LIQUID TYPE F,LIQUIDE AUTORÉACTIF DU TYPE F,4.1,,II,16; 38,0.125 L,E0,,Forbidden,10 L
UN3230,SELF-REACTIVE SOLID TYPE F::SOLIDE AUTORÉACTIF DU TYPE F,SELF-REACTIVE SOLID TYPE F,SOLIDE AUTORÉACTIF DU TYPE F,4.1,,II,16; 38,0.5 kg,E0,,Forbidden,10 kg
UN3231,"SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED::LIQUIDE AUTORÉACTIF DU TYPE B, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED","LIQUIDE AUTORÉACTIF DU TYPE B, AVEC RÉGULATION DE TEMPÉRATURE",4.1,1,II,16; 28; 38,0,E0,75,Forbidden,Forbidden
UN3232,"SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED::SOLIDE AUTORÉACTIF DU TYPE B, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED","SOLIDE AUTORÉACTIF DU TYPE B, AVEC RÉGULATION DE TEMPÉRATURE",4.1,1,II,16; 28; 38,0,E0,75,Forbidden,Forbidden
UN3233,"SELF-REACTIVE LIQUID TYPE C, TEMPERATURE CONTROLLED::LIQUIDE AUTORÉACTIF DU TYPE C, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE LIQUID TYPE C, TEMPERATURE CONTROLLED","LIQUIDE AUTORÉACTIF DU TYPE C, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,75,Forbidden,Forbidden
UN3234,"SELF-REACTIVE SOLID TYPE C, TEMPERATURE CONTROLLED::SOLIDE AUTORÉACTIF DU TYPE C, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE SOLID TYPE C, TEMPERATURE CONTROLLED","SOLIDE AUTORÉACTIF DU TYPE C, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,75,Forbidden,Forbidden
UN3235,"SELF-REACTIVE LIQUID TYPE D, TEMPERATURE CONTROLLED::LIQUIDE AUTORÉACTIF DU TYPE D, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE LIQUID TYPE D, TEMPERATURE CONTROLLED","LIQUIDE AUTORÉACTIF DU TYPE D, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,75,Forbidden,Forbidden
UN3236,"SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED::SOLIDE AUTORÉACTIF DU TYPE D, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED","SOLIDE AUTORÉACTIF DU TYPE D, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,,Forbidden,Forbidden
UN3237,"SELF-REACTIVE LIQUID TYPE E, TEMPERATURE CONTROLLED::LIQUIDE AUTORÉACTIF DU TYPE E, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE LIQUID TYPE E, TEMPERATURE CONTROLLED","LIQUIDE AUTORÉACTIF DU TYPE E, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,,Forbidden,Forbidden
UN3238,"SELF-REACTIVE SOLID TYPE E, TEMPERATURE CONTROLLED::SOLIDE AUTORÉACTIF DU TYPE E, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE SOLID TYPE E, TEMPERATURE CONTROLLED","SOLIDE AUTORÉACTIF DU TYPE E, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,,Forbidden,Forbidden
UN3239,"SELF-REACTIVE LIQUID TYPE F, TEMPERATURE CONTROLLED::LIQUIDE AUTORÉACTIF DU TYPE F, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE LIQUID TYPE F, TEMPERATURE CONTROLLED","LIQUIDE AUTORÉACTIF DU TYPE F, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,,Forbidden,Forbidden
UN3240,"SELF-REACTIVE SOLID TYPE F, TEMPERATURE CONTROLLED::SOLIDE AUTORÉACTIF DU TYPE F, AVEC RÉGULATION DE TEMPÉRATURE","SELF-REACTIVE SOLID TYPE F, TEMPERATURE CONTROLLED","SOLIDE AUTORÉACTIF DU TYPE F, AVEC RÉGULATION DE TEMPÉRATURE",4.1,,II,16; 28; 38,0,E0,,Forbidden,Forbidden
UN3241,"2-BROMO-2-NITROPROPANE-1,3-DIOL::BROMO-2 NITRO-2 PROPANEDIOL-1,3","2-BROMO-2-NITROPROPANE-1,3-DIOL","BROMO-2 NITRO-2 PROPANEDIOL-1,3",4.1,,III,38; 73,5 kg,E1,,,25 kg
UN3242,"AZODICARBONAMIDE, technically pure substance or preparations having an SADT higher than 75°C::AZODICARBONAMIDE, matière techniquement pure ou préparations dont la TDAA est supérieure à 75 °C","AZODICARBONAMIDE, technically pure substance or preparations having an SADT higher than 75°C","AZODICARBONAMIDE, matière techniquement pure ou préparations dont la TDAA est supérieure à 75 °C",4.1,,II,,1 kg,E0,,Forbidden,Forbidden
UN3243,"SOLIDS CONTAINING TOXIC LIQUID, N.O.S.::SOLIDES CONTENANT DU LIQUIDE TOXIQUE, N.S.A.","SOLIDS CONTAINING TOXIC LIQUID, N.O.S.","SOLIDES CONTENANT DU LIQUIDE TOXIQUE, N.S.A.",6.1,,II,16; 57,0.5 kg,E4,,,25 kg
UN3244,"SOLIDS CONTAINING CORROSIVE LIQUID, N.O.S.::SOLIDES CONTENANT DU LIQUIDE CORROSIF, N.S.A.","SOLIDS CONTAINING CORROSIVE LIQUID, N.O.S.","SOLIDES CONTENANT DU LIQUIDE CORROSIF, N.S.A.",8,,II,16; 58,1 kg,E2,,,15 kg
UN3246,"METHANESULFONYL CHLORIDE;
or
METHANESULPHONYL CHLORIDE::CHLORURE DE MÉTHANESULFONYL","METHANESULFONYL CHLORIDE;
or
METHANESULPHONYL CHLORIDE",CHLORURE DE MÉTHANESULFONYL,6.1,8,I,23,0,E0,1 000,Forbidden,Forbidden
UN3247,"SODIUM PEROXOBORATE, ANHYDROUS::PEROXOBORATE DE SODIUM ANHYDRE","SODIUM PEROXOBORATE, ANHYDROUS",PEROXOBORATE DE SODIUM ANHYDRE,5.1,,II,,1 kg,E2,,,5 kg
UN3248,"MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.::MÉDICAMENT LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.","MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.","MÉDICAMENT LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.",3,6.1,II,16; 38,1 L,E2,1 000,,1 L
UN3249,"MEDICINE, SOLID, TOXIC, N.O.S.::MÉDICAMENT SOLIDE TOXIQUE, N.S.A.","MEDICINE, SOLID, TOXIC, N.O.S.","MÉDICAMENT SOLIDE TOXIQUE, N.S.A.",6.1,,II,16; 38,0.5 kg,E4,,,25 kg
UN3250,"CHLOROACETIC ACID, MOLTEN::ACIDE CHLOROACÉTIQUE FONDU","CHLOROACETIC ACID, MOLTEN",ACIDE CHLOROACÉTIQUE FONDU,6.1,8,II,,0,E0,1 000,,Forbidden
UN3251,"ISOSORBIDE-5-MONONITRATE, with less than 30% non-volatile, non-flammable phlegmatizer::MONONITRATE-5 D’ISOSORBIDE, avec moins de 30 % d’un flegmatisant non volatil, non inflammable","ISOSORBIDE-5-MONONITRATE, with less than 30% non-volatile, non-flammable phlegmatizer","MONONITRATE-5 D’ISOSORBIDE, avec moins de 30 % d’un flegmatisant non volatil, non inflammable",4.1,,III,,5 kg,E0,,Forbidden,Forbidden
UN3252,"DIFLUOROMETHANE;
or
REFRIGERANT GAS R 32::DIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 32","DIFLUOROMETHANE;
or
REFRIGERANT GAS R 32","DIFLUOROMÉTHANE;
ou
GAZ RÉFRIGÉRANT R 32",2.1,,,,0.125 L,E0,3 000,Forbidden,Forbidden
UN3253,DISODIUM TRIOXOSILICATE::TRIOXOSILICATE DE DISODIUM,DISODIUM TRIOXOSILICATE,TRIOXOSILICATE DE DISODIUM,8,,III,,5 kg,E1,,,25 kg
UN3254,TRIBUTYLPHOSPHANE::TRIBUTYLPHOSPHANE,TRIBUTYLPHOSPHANE,TRIBUTYLPHOSPHANE,4.2,,I,,0,E0,1 000,Forbidden,Forbidden
UN3255,tert-BUTYL HYPOCHLORITE::tertHYPOCHLORITE DE -BUTYLE,tert-BUTYL HYPOCHLORITE,tertHYPOCHLORITE DE -BUTYLE,,,,,,,,,
UN3256,"ELEVATED TEMPERATURE LIQUID, FLAMMABLE, N.O.S., with flash point above 60°C, at or above its flash point::LIQUIDE TRANSPORTÉ À CHAUD, INFLAMMABLE, N.S.A., ayant un point d’éclair supérieur à 60 °C, à une température égale ou supérieure à son point d’éclair","ELEVATED TEMPERATURE LIQUID, FLAMMABLE, N.O.S., with flash point above 60°C, at or above its flash point","LIQUIDE TRANSPORTÉ À CHAUD, INFLAMMABLE, N.S.A., ayant un point d’éclair supérieur à 60 °C, à une température égale ou supérieure à son point d’éclair",3,,III,16,0,E0,,,Forbidden
UN3257,"ELEVATED TEMPERATURE LIQUID, N.O.S., at or above 100°C and below its flash point (including molten metals, molten salts, etc.)::LIQUIDE TRANSPORTÉ À CHAUD, N.S.A. (y compris métal fondu, sel fondu, etc.), à une température égale ou supérieure à 100 °C et inférieure à son point d’éclair","ELEVATED TEMPERATURE LIQUID, N.O.S., at or above 100°C and below its flash point (including molten metals, molten salts, etc.)","LIQUIDE TRANSPORTÉ À CHAUD, N.S.A. (y compris métal fondu, sel fondu, etc.), à une température égale ou supérieure à 100 °C et inférieure à son point d’éclair",9,,III,16,0,E0,,,Forbidden
UN3258,"ELEVATED TEMPERATURE SOLID, N.O.S., at or above 240°C::SOLIDE TRANSPORTÉ À CHAUD, N.S.A., à une température égale ou supérieure à 240 °C","ELEVATED TEMPERATURE SOLID, N.O.S., at or above 240°C","SOLIDE TRANSPORTÉ À CHAUD, N.S.A., à une température égale ou supérieure à 240 °C",9,,III,16,0,E0,,,Forbidden
UN3259,"AMINES, SOLID, CORROSIVE, N.O.S.;
or
POLYAMINES, SOLID, CORROSIVE, N.O.S.::AMINES SOLIDES CORROSIVES, N.S.A.;
ou
POLYAMINES SOLIDES CORROSIVES, N.S.A.","AMINES, SOLID, CORROSIVE, N.O.S.;
or
POLYAMINES, SOLID, CORROSIVE, N.O.S.","AMINES SOLIDES CORROSIVES, N.S.A.;
ou
POLYAMINES SOLIDES CORROSIVES, N.S.A.",8,,I,16,0,E0,3 000,,1 kg
UN3260,"CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.::SOLIDE INORGANIQUE CORROSIF, ACIDE, N.S.A.","CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.","SOLIDE INORGANIQUE CORROSIF, ACIDE, N.S.A.",8,,I,16,0,E0,,,1 kg
UN3261,"CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.::SOLIDE ORGANIQUE CORROSIF, ACIDE, N.S.A.","CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.","SOLIDE ORGANIQUE CORROSIF, ACIDE, N.S.A.",8,,I,16,0,E0,,,1 kg
UN3262,"CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.::SOLIDE INORGANIQUE CORROSIF, BASIQUE, N.S.A.","CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.","SOLIDE INORGANIQUE CORROSIF, BASIQUE, N.S.A.",8,,I,16,0,E0,,,1 kg
UN3263,"CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.::SOLIDE ORGANIQUE CORROSIF, BASIQUE, N.S.A.","CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.","SOLIDE ORGANIQUE CORROSIF, BASIQUE, N.S.A.",8,,I,16,0,E0,,,1 kg
UN3264,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.::LIQUIDE INORGANIQUE CORROSIF, ACIDE, N.S.A.","CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.","LIQUIDE INORGANIQUE CORROSIF, ACIDE, N.S.A.",8,,I,16,0,E0,3 000,,0.5 L
UN3265,"CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.::LIQUIDE ORGANIQUE CORROSIF, ACIDE, N.S.A.","CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.","LIQUIDE ORGANIQUE CORROSIF, ACIDE, N.S.A.",8,,I,16,0,E0,3 000,,0.5 L
UN3266,"CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.::LIQUIDE INORGANIQUE CORROSIF, BASIQUE, N.S.A.","CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.","LIQUIDE INORGANIQUE CORROSIF, BASIQUE, N.S.A.",8,,I,16,0,E0,3 000,,0.5 L
UN3267,"CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.::LIQUIDE ORGANIQUE CORROSIF, BASIQUE, N.S.A.","CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.","LIQUIDE ORGANIQUE CORROSIF, BASIQUE, N.S.A.",8,,I,16,0,E0,3 000,,0.5 L
UN3268,"SAFETY DEVICES, electrically initiated::DISPOSITIFS DE SÉCURITÉ à amorçage électrique","SAFETY DEVICES, electrically initiated",DISPOSITIFS DE SÉCURITÉ à amorçage électrique,9,,,25; 136,0,E0,,,25 kg
UN3269,"POLYESTER RESIN KIT, liquid base material::TROUSSE DE RÉSINE POLYESTER, constituant de base liquide","POLYESTER RESIN KIT, liquid base material","TROUSSE DE RÉSINE POLYESTER, constituant de base liquide",3,,II,153,5 L,E0,,,5 L
UN3270,"NITROCELLULOSE MEMBRANE FILTERS, with not more than 12.6% nitrogen, by dry mass::MEMBRANES FILTRANTES EN NITROCELLULOSE, d’une teneur en azote ne dépassant pas 12,6 % (masse sèche)","NITROCELLULOSE MEMBRANE FILTERS, with not more than 12.6% nitrogen, by dry mass","MEMBRANES FILTRANTES EN NITROCELLULOSE, d’une teneur en azote ne dépassant pas 12,6 % (masse sèche)",4.1,,II,134,1 kg,E2,,Forbidden,1 kg
UN3271,"ETHERS, N.O.S.::ÉTHERS, N.S.A.","ETHERS, N.O.S.","ÉTHERS, N.S.A.",3,,II,16,1 L,E2,,,5 L
UN3272,"ESTERS, N.O.S.::ESTERS, N.S.A.","ESTERS, N.O.S.","ESTERS, N.S.A.",3,,II,16,1 L,E2,,,5 L
UN3273,"NITRILES, FLAMMABLE, TOXIC, N.O.S.::NITRILES INFLAMMABLES, TOXIQUES, N.S.A.","NITRILES, FLAMMABLE, TOXIC, N.O.S.","NITRILES INFLAMMABLES, TOXIQUES, N.S.A.",3,6.1,I,16,0,E0,1 000,Forbidden,Forbidden
UN3274,"ALCOHOLATES SOLUTION, N.O.S., in alcohol::ALCOOLATES EN SOLUTION, dans l’alcool, N.S.A.","ALCOHOLATES SOLUTION, N.O.S., in alcohol","ALCOOLATES EN SOLUTION, dans l’alcool, N.S.A.",3,8,II,16,1 L,E2,,,1 L
UN3275,"NITRILES, TOXIC, FLAMMABLE, N.O.S.::NITRILES TOXIQUES, INFLAMMABLES, N.S.A.","NITRILES, TOXIC, FLAMMABLE, N.O.S.","NITRILES TOXIQUES, INFLAMMABLES, N.S.A.",6.1,3,I,16; 115,0,E5,1 000,,1 L
UN3276,"NITRILES, TOXIC, LIQUID, N.O.S.::NITRILES LIQUIDES TOXIQUES, N.S.A.","NITRILES, TOXIC, LIQUID, N.O.S.","NITRILES LIQUIDES TOXIQUES, N.S.A.",6.1,,I,16; 115,0,E5,1 000,,1 L
UN3277,"CHLOROFORMATES, TOXIC, CORROSIVE, N.O.S.::CHLOROFORMIATES TOXIQUES, CORROSIFS, N.S.A.","CHLOROFORMATES, TOXIC, CORROSIVE, N.O.S.","CHLOROFORMIATES TOXIQUES, CORROSIFS, N.S.A.",6.1,8,II,16,0.1 L,E4,1 000,,1 L
UN3278,"ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.::COMPOSÉ ORGANOPHOSPHORÉ LIQUIDE TOXIQUE, N.S.A.","ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.","COMPOSÉ ORGANOPHOSPHORÉ LIQUIDE TOXIQUE, N.S.A.",6.1,,I,16; 115,0,E5,1 000,,1 L
UN3279,"ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.::COMPOSÉ ORGANOPHOSPHORÉ TOXIQUE, INFLAMMABLE, N.S.A.","ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.","COMPOSÉ ORGANOPHOSPHORÉ TOXIQUE, INFLAMMABLE, N.S.A.",6.1,3,I,16; 115,0,E5,1 000,,1 L
UN3280,"ORGANOARSENIC COMPOUND, LIQUID, N.O.S.::COMPOSÉ ORGANIQUE DE L’ARSENIC, LIQUIDE, N.S.A.","ORGANOARSENIC COMPOUND, LIQUID, N.O.S.","COMPOSÉ ORGANIQUE DE L’ARSENIC, LIQUIDE, N.S.A.",6.1,,I,16; 115,0,E5,1 000,,1 L
UN3281,"METAL CARBONYLS, LIQUID, N.O.S.::MÉTAUX-CARBONYLES LIQUIDES, N.S.A.","METAL CARBONYLS, LIQUID, N.O.S.","MÉTAUX-CARBONYLES LIQUIDES, N.S.A.",6.1,,I,16; 115,0,E5,1 000,Forbidden,1 L
UN3282,"ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.::COMPOSÉ ORGANOMÉTALLIQUE LIQUIDE TOXIQUE, N.S.A.","ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.","COMPOSÉ ORGANOMÉTALLIQUE LIQUIDE TOXIQUE, N.S.A.",6.1,,I,16,0,E5,1 000,,1 L
UN3283,"SELENIUM COMPOUND, SOLID, N.O.S.::COMPOSÉ DU SÉLÉNIUM, SOLIDE, N.S.A","SELENIUM COMPOUND, SOLID, N.O.S.","COMPOSÉ DU SÉLÉNIUM, SOLIDE, N.S.A",6.1,,I,16,0,E5,1 000,,5 kg
UN3284,"TELLURIUM COMPOUND, N.O.S.::COMPOSÉ DU TELLURE, N.S.A.","TELLURIUM COMPOUND, N.O.S.","COMPOSÉ DU TELLURE, N.S.A.",6.1,,I,16,0,E5,1 000,,5 kg
UN3285,"VANADIUM COMPOUND, N.O.S.::COMPOSÉ DU VANADIUM, N.S.A.","VANADIUM COMPOUND, N.O.S.","COMPOSÉ DU VANADIUM, N.S.A.",6.1,,I,16,0,E5,1 000,,5 kg
UN3286,"FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.::LIQUIDE INFLAMMABLE, TOXIQUE, CORROSIF, N.S.A.","FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.","LIQUIDE INFLAMMABLE, TOXIQUE, CORROSIF, N.S.A.",3,6.1;8,I,16,0,E0,1 000,Forbidden,Forbidden
UN3287,"TOXIC LIQUID, INORGANIC, N.O.S.::LIQUIDE INORGANIQUE TOXIQUE, N.S.A.","TOXIC LIQUID, INORGANIC, N.O.S.","LIQUIDE INORGANIQUE TOXIQUE, N.S.A.",6.1,,I,16; 115,0,E5,1 000,,1 L
UN3288,"TOXIC SOLID, INORGANIC, N.O.S.::SOLIDE INORGANIQUE TOXIQUE, N.S.A.","TOXIC SOLID, INORGANIC, N.O.S.","SOLIDE INORGANIQUE TOXIQUE, N.S.A.",6.1,,I,16,0,E5,1 000,,5 kg
UN3289,"TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.::LIQUIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.","TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.","LIQUIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.",6.1,8,I,16; 115,0,E5,1 000,,0.5 L
UN3290,"TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.::SOLIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.","TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.","SOLIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.",6.1,8,I,16,0,E5,1 000,,1 kg
UN3291,"CLINICAL WASTE, UNSPECIFIED, N.O.S.;
(BIO) MEDICAL WASTE, N.O.S.;
or
REGULATED MEDICAL WASTE, N.O.S.::DÉCHET D’HÔPITAL, NON SPÉCIFIÉ, N.S.A.;
DÉCHET (BIO) MÉDICAL, N.S.A.;
ou
DÉCHET MÉDICAL RÉGLEMENTÉ, N.S.A.","CLINICAL WASTE, UNSPECIFIED, N.O.S.;
(BIO) MEDICAL WASTE, N.O.S.;
or
REGULATED MEDICAL WASTE, N.O.S.","DÉCHET D’HÔPITAL, NON SPÉCIFIÉ, N.S.A.;
DÉCHET (BIO) MÉDICAL, N.S.A.;
ou
DÉCHET MÉDICAL RÉGLEMENTÉ, N.S.A.",6.2,,II,128,0,E0,,,
UN3292,"BATTERIES, CONTAINING SODIUM;
or
CELLS, CONTAINING SODIUM::ACCUMULATEURS AU SODIUM;
ou
ÉLÉMENTS D’ACCUMULATEUR AU SODIUM","BATTERIES, CONTAINING SODIUM;
or
CELLS, CONTAINING SODIUM","ACCUMULATEURS AU SODIUM;
ou
ÉLÉMENTS D’ACCUMULATEUR AU SODIUM",4.3,,,,0,E0,,,Forbidden
